Datum von;Datum bis;Biomasse [MWh] Originalauflösungen;Wasserkraft [MWh] Originalauflösungen;Wind Offshore [MWh] Originalauflösungen;Wind Onshore [MWh] Originalauflösungen;Photovoltaik [MWh] Originalauflösungen;Sonstige Erneuerbare [MWh] Originalauflösungen;Kernenergie [MWh] Originalauflösungen;Braunkohle [MWh] Originalauflösungen;Steinkohle [MWh] Originalauflösungen;Erdgas [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen;Sonstige Konventionelle [MWh] Originalauflösungen
26.01.2019 04:45;26.01.2019 05:00;1.191,00;366,50;449,00;4.206,50;0,00;52,75;2.360,75;3.475,25;2.180,00;1.584,75;5,50;401,00
26.01.2019 05:00;26.01.2019 05:15;1.186,50;368,00;383,50;4.161,25;0,00;52,75;2.363,00;3.518,75;2.186,75;1.550,50;12,50;401,25
26.01.2019 05:15;26.01.2019 05:30;1.184,25;365,50;360,50;4.095,50;0,00;52,50;2.363,25;3.551,00;2.193,00;1.548,75;33,00;402,00
26.01.2019 05:30;26.01.2019 05:45;1.186,75;362,75;379,25;4.045,75;0,00;52,50;2.362,50;3.556,50;2.210,25;1.552,25;8,00;402,00
26.01.2019 05:45;26.01.2019 06:00;1.190,50;361,00;399,25;4.037,00;0,00;52,25;2.361,25;3.568,50;2.222,00;1.551,00;5,00;402,00
26.01.2019 06:00;26.01.2019 06:15;1.199,00;359,00;411,50;4.113,25;0,00;52,25;2.358,25;3.614,75;2.228,00;1.579,75;13,75;402,00
26.01.2019 06:15;26.01.2019 06:30;1.198,00;355,50;427,25;4.122,25;0,00;52,25;2.363,50;3.643,50;2.228,75;1.591,00;17,00;401,25
26.01.2019 06:30;26.01.2019 06:45;1.200,00;358,50;428,50;4.165,50;0,00;52,25;2.366,00;3.659,50;2.250,25;1.596,75;17,25;401,00
26.01.2019 06:45;26.01.2019 07:00;1.201,25;375,00;440,25;4.208,00;0,00;52,50;2.366,25;3.647,00;2.269,25;1.606,50;21,25;401,50
26.01.2019 07:00;26.01.2019 07:15;1.213,75;360,00;435,25;4.248,00;0,00;52,50;2.360,75;3.625,50;2.288,00;1.630,00;20,25;401,00
26.01.2019 07:15;26.01.2019 07:30;1.213,00;359,25;404,50;4.301,75;0,00;52,50;2.360,25;3.632,25;2.291,00;1.632,00;21,00;400,75
26.01.2019 07:30;26.01.2019 07:45;1.208,25;358,75;362,00;4.339,50;0,00;52,50;2.360,75;3.665,00;2.285,50;1.649,25;101,50;401,00
26.01.2019 07:45;26.01.2019 08:00;1.210,75;364,25;325,50;4.369,25;1,75;52,50;2.365,25;3.724,75;2.323,50;1.659,50;137,25;404,50
26.01.2019 08:00;26.01.2019 08:15;1.223,00;371,50;283,50;4.362,00;7,75;52,00;2.357,00;3.759,75;2.319,75;1.725,00;137,25;409,50
26.01.2019 08:15;26.01.2019 08:30;1.219,75;360,25;228,75;4.360,50;18,75;52,25;2.361,25;3.793,25;2.389,75;1.730,00;232,75;410,00
26.01.2019 08:30;26.01.2019 08:45;1.221,25;368,25;190,00;4.414,75;38,00;52,75;2.364,25;3.828,50;2.453,50;1.737,00;331,25;408,25
26.01.2019 08:45;26.01.2019 09:00;1.223,50;361,00;175,75;4.456,25;54,75;52,75;2.363,50;3.819,25;2.452,00;1.734,00;458,00;407,50
26.01.2019 09:00;26.01.2019 09:15;1.219,50;356,75;173,50;4.498,75;82,25;52,75;2.357,00;3.777,50;2.550,25;1.731,75;427,00;407,25
26.01.2019 09:15;26.01.2019 09:30;1.219,50;356,00;163,75;4.533,50;111,50;52,75;2.360,50;3.776,50;2.571,00;1.728,50;500,75;406,50
26.01.2019 09:30;26.01.2019 09:45;1.226,50;357,75;155,00;4.539,25;146,75;52,75;2.360,50;3.777,75;2.568,25;1.737,25;693,75;406,50
26.01.2019 09:45;26.01.2019 10:00;1.231,75;358,75;149,00;4.522,25;185,25;52,75;2.360,50;3.770,50;2.570,00;1.734,75;819,50;406,75
26.01.2019 10:00;26.01.2019 10:15;1.228,75;356,75;140,00;4.511,75;216,00;52,75;2.361,50;3.767,00;2.573,25;1.732,75;616,25;405,00
26.01.2019 10:15;26.01.2019 10:30;1.230,50;356,75;142,00;4.518,75;250,75;52,75;2.359,75;3.762,75;2.575,00;1.733,50;655,75;406,25
26.01.2019 10:30;26.01.2019 10:45;1.228,75;358,75;157,50;4.496,25;293,75;52,75;2.359,25;3.773,50;2.574,50;1.734,50;573,50;404,50
26.01.2019 10:45;26.01.2019 11:00;1.228,00;363,25;187,50;4.490,00;329,25;52,75;2.356,50;3.793,25;2.561,25;1.731,25;449,50;408,50
26.01.2019 11:00;26.01.2019 11:15;1.222,75;362,75;232,25;4.496,50;369,25;52,75;2.359,75;3.851,50;2.538,25;1.731,50;201,25;408,00
26.01.2019 11:15;26.01.2019 11:30;1.226,75;361,75;298,50;4.493,75;408,00;53,25;2.357,50;3.856,25;2.519,75;1.704,00;225,75;405,50
26.01.2019 11:30;26.01.2019 11:45;1.225,25;362,75;366,75;4.495,50;450,25;53,75;2.357,25;3.859,25;2.518,50;1.716,75;238,50;406,00
26.01.2019 11:45;26.01.2019 12:00;1.226,00;364,25;416,00;4.481,25;475,00;54,00;2.357,50;3.847,25;2.503,50;1.688,00;227,25;406,25
26.01.2019 12:00;26.01.2019 12:15;1.218,75;374,75;446,00;4.469,75;506,25;54,00;2.359,50;3.844,50;2.482,00;1.703,25;208,50;408,50
26.01.2019 12:15;26.01.2019 12:30;1.217,75;368,00;461,00;4.423,25;524,75;54,00;2.358,25;3.844,00;2.452,25;1.709,00;195,25;408,25
26.01.2019 12:30;26.01.2019 12:45;1.218,50;371,50;476,00;4.408,00;545,00;54,25;2.359,75;3.843,50;2.389,00;1.717,75;181,50;410,25
26.01.2019 12:45;26.01.2019 13:00;1.217,50;384,50;499,50;4.404,25;562,75;54,00;2.356,75;3.833,25;2.302,75;1.700,00;107,00;408,75
26.01.2019 13:00;26.01.2019 13:15;1.219,25;376,00;515,00;4.419,25;579,50;54,00;2.361,25;3.811,75;2.278,75;1.686,00;176,00;410,75
26.01.2019 13:15;26.01.2019 13:30;1.216,75;367,75;513,00;4.429,50;582,50;54,00;2.359,50;3.799,75;2.252,00;1.659,50;107,75;410,00
26.01.2019 13:30;26.01.2019 13:45;1.217,75;368,25;547,00;4.391,00;582,25;53,75;2.359,50;3.777,00;2.232,00;1.671,00;87,50;409,50
26.01.2019 13:45;26.01.2019 14:00;1.215,25;364,00;580,25;4.339,25;569,75;53,50;2.353,25;3.740,25;2.193,50;1.665,75;84,75;408,75
26.01.2019 14:00;26.01.2019 14:15;1.213,00;373,00;600,50;4.318,50;551,00;53,25;2.360,00;3.701,25;2.166,25;1.687,75;53,00;409,25
26.01.2019 14:15;26.01.2019 14:30;1.211,75;372,50;618,00;4.313,50;511,50;52,75;2.361,25;3.700,00;2.149,75;1.700,50;128,75;409,00
26.01.2019 14:30;26.01.2019 14:45;1.209,75;368,25;645,75;4.277,50;465,50;52,50;2.360,50;3.707,25;2.123,25;1.638,25;233,50;408,25
26.01.2019 14:45;26.01.2019 15:00;1.209,75;365,75;682,50;4.268,00;412,75;52,50;2.358,50;3.698,75;2.111,25;1.550,25;316,50;409,00
26.01.2019 15:00;26.01.2019 15:15;1.214,25;366,25;737,75;4.218,00;349,00;52,50;2.362,00;3.714,00;1.970,25;1.478,50;169,50;408,75
26.01.2019 15:15;26.01.2019 15:30;1.215,00;365,75;763,75;4.187,50;290,50;52,50;2.362,75;3.742,50;1.952,75;1.473,50;229,50;408,25
26.01.2019 15:30;26.01.2019 15:45;1.216,25;361,25;772,25;4.199,75;221,50;52,00;2.361,50;3.798,25;1.933,25;1.478,75;123,25;408,75
26.01.2019 15:45;26.01.2019 16:00;1.211,00;376,50;782,50;4.227,00;168,00;52,00;2.361,00;3.822,50;1.910,25;1.473,75;92,00;409,25
26.01.2019 16:00;26.01.2019 16:15;1.220,50;372,00;808,75;4.277,25;118,00;52,50;2.361,50;3.836,50;1.858,00;1.471,00;425,50;409,50
26.01.2019 16:15;26.01.2019 16:30;1.221,50;364,50;883,25;4.284,00;75,00;52,75;2.360,75;3.849,75;1.874,00;1.476,50;429,75;408,00
26.01.2019 16:30;26.01.2019 16:45;1.224,25;372,50;939,50;4.352,75;32,50;53,00;2.363,25;3.842,75;1.912,25;1.476,25;413,00;406,75
26.01.2019 16:45;26.01.2019 17:00;1.218,25;371,75;986,00;4.411,50;12,75;52,75;2.360,50;3.825,50;1.934,50;1.470,00;535,00;406,75
26.01.2019 17:00;26.01.2019 17:15;1.216,50;372,75;970,25;4.444,50;1,75;52,75;2.354,50;3.846,50;1.952,50;1.471,50;481,00;406,75
26.01.2019 17:15;26.01.2019 17:30;1.223,00;373,00;958,75;4.495,00;0,00;53,00;2.361,50;3.852,00;1.954,00;1.470,50;630,50;410,00
26.01.2019 17:30;26.01.2019 17:45;1.230,00;378,50;989,00;4.546,50;0,00;52,75;2.360,25;3.867,25;1.959,00;1.472,25;718,25;408,00
26.01.2019 17:45;26.01.2019 18:00;1.231,50;393,50;989,00;4.628,50;0,00;53,00;2.358,25;3.857,75;1.955,00;1.474,00;737,25;407,25
26.01.2019 18:00;26.01.2019 18:15;1.229,50;393,75;1.006,75;4.725,00;0,00;52,75;2.354,00;3.851,50;1.944,75;1.467,50;443,50;407,50
26.01.2019 18:15;26.01.2019 18:30;1.229,25;367,25;1.021,75;4.796,50;0,00;53,00;2.355,75;3.858,50;1.929,25;1.471,00;370,75;407,75
26.01.2019 18:30;26.01.2019 18:45;1.227,25;361,00;1.024,75;4.850,25;0,00;52,75;2.358,00;3.863,00;1.919,00;1.473,25;311,00;407,50
26.01.2019 18:45;26.01.2019 19:00;1.225,50;360,50;1.075,25;4.887,25;0,00;52,75;2.356,50;3.862,50;1.921,25;1.467,25;169,25;408,25
26.01.2019 19:00;26.01.2019 19:15;1.221,50;389,00;1.138,75;4.913,50;0,00;52,25;2.358,50;3.861,50;1.927,75;1.453,50;192,50;407,00
26.01.2019 19:15;26.01.2019 19:30;1.221,75;395,50;1.177,75;4.954,75;0,00;52,75;2.358,50;3.843,50;1.919,25;1.448,75;95,00;408,00
26.01.2019 19:30;26.01.2019 19:45;1.218,50;365,75;1.195,25;5.003,25;0,00;52,75;2.356,00;3.797,75;1.887,50;1.450,75;146,50;408,50
26.01.2019 19:45;26.01.2019 20:00;1.221,00;360,50;1.219,25;5.050,50;0,00;53,00;2.354,00;3.754,75;1.799,00;1.446,25;151,00;408,25
26.01.2019 20:00;26.01.2019 20:15;1.214,00;355,00;1.238,75;5.132,75;0,00;52,75;2.356,50;3.711,75;1.571,00;1.441,25;181,25;406,50
26.01.2019 20:15;26.01.2019 20:30;1.211,50;350,00;1.248,25;5.223,25;0,00;53,00;2.358,25;3.627,00;1.473,25;1.445,00;214,25;401,75
26.01.2019 20:30;26.01.2019 20:45;1.208,25;348,50;1.251,25;5.254,75;0,00;53,00;2.355,25;3.580,25;1.377,50;1.442,75;206,00;406,75
26.01.2019 20:45;26.01.2019 21:00;1.210,50;348,00;1.239,25;5.301,75;0,00;53,25;2.355,00;3.483,25;1.358,25;1.439,50;186,75;407,75
26.01.2019 21:00;26.01.2019 21:15;1.208,00;346,75;1.245,75;5.378,00;0,00;53,25;2.355,75;3.371,75;1.271,50;1.369,50;28,75;407,25
26.01.2019 21:15;26.01.2019 21:30;1.207,75;341,75;1.236,75;5.417,50;0,00;53,00;2.353,25;3.289,00;1.288,50;1.364,50;14,75;407,50
26.01.2019 21:30;26.01.2019 21:45;1.209,50;340,50;1.239,25;5.445,50;0,00;53,00;2.353,25;3.206,75;1.242,25;1.369,00;13,00;409,25
26.01.2019 21:45;26.01.2019 22:00;1.207,25;346,00;1.249,00;5.523,75;0,00;53,00;2.353,25;3.172,50;1.205,25;1.343,00;17,00;407,25
26.01.2019 22:00;26.01.2019 22:15;1.200,25;380,75;1.228,50;5.408,50;0,00;53,75;2.357,75;3.247,25;1.214,50;1.298,75;218,75;408,00
26.01.2019 22:15;26.01.2019 22:30;1.197,25;373,75;1.227,00;5.451,75;0,00;53,25;2.355,75;3.242,00;1.213,75;1.262,75;147,75;409,00
26.01.2019 22:30;26.01.2019 22:45;1.201,75;373,00;1.245,00;5.525,50;0,00;52,75;2.354,50;3.133,25;1.191,00;1.252,50;160,50;408,00
26.01.2019 22:45;26.01.2019 23:00;1.195,25;370,25;1.251,75;5.555,25;0,00;53,00;2.350,75;3.049,50;1.144,00;1.242,75;122,75;408,50
26.01.2019 23:00;26.01.2019 23:15;1.194,25;372,50;1.249,50;5.588,25;0,00;53,50;2.354,50;3.004,75;1.098,50;1.230,50;109,50;409,00
26.01.2019 23:15;26.01.2019 23:30;1.196,25;370,25;1.253,75;5.580,50;0,00;53,50;2.352,25;2.934,50;1.070,00;1.226,75;63,50;410,00
26.01.2019 23:30;26.01.2019 23:45;1.196,00;349,50;1.251,50;5.645,00;0,00;53,25;2.350,75;2.861,50;1.036,50;1.218,75;60,25;410,00
26.01.2019 23:45;27.01.2019 00:00;1.192,00;335,50;1.252,50;5.691,50;0,00;53,00;2.347,75;2.756,75;1.006,50;1.204,50;71,50;411,50
27.01.2019 00:00;27.01.2019 00:15;1.192,75;339,50;1.261,75;5.756,75;0,00;51,25;2.340,50;2.601,50;989,25;1.063,75;2,25;407,00
27.01.2019 00:15;27.01.2019 00:30;1.187,75;340,75;1.269,00;5.797,00;0,00;48,75;2.339,00;2.498,50;950,50;1.040,50;2,00;403,50
27.01.2019 00:30;27.01.2019 00:45;1.189,00;339,50;1.274,75;5.795,25;0,00;48,50;2.339,75;2.477,75;933,00;1.043,00;9,25;401,25
27.01.2019 00:45;27.01.2019 01:00;1.187,25;342,25;1.280,00;5.783,50;0,00;48,50;2.335,25;2.456,25;923,50;1.037,00;2,00;402,75
27.01.2019 01:00;27.01.2019 01:15;1.184,00;369,75;1.281,25;5.724,00;0,00;46,75;2.344,25;2.352,00;898,25;994,50;28,75;398,50
27.01.2019 01:15;27.01.2019 01:30;1.181,50;365,50;1.296,00;5.739,50;0,00;44,25;2.343,50;2.329,25;885,25;1.001,00;2,25;392,25
27.01.2019 01:30;27.01.2019 01:45;1.183,50;351,75;1.310,75;5.749,50;0,00;44,25;2.342,25;2.330,75;875,25;1.005,75;2,25;392,50
27.01.2019 01:45;27.01.2019 02:00;1.188,50;349,00;1.316,25;5.769,50;0,00;44,50;2.341,50;2.262,50;874,50;1.001,75;2,00;394,00
27.01.2019 02:00;27.01.2019 02:15;1.188,75;382,00;1.321,75;5.779,75;0,00;44,75;2.344,00;2.171,00;864,00;974,00;2,25;393,00
27.01.2019 02:15;27.01.2019 02:30;1.187,25;358,00;1.332,50;5.760,25;0,00;44,75;2.343,50;2.145,75;867,50;976,25;2,00;392,00
27.01.2019 02:30;27.01.2019 02:45;1.189,25;336,75;1.352,25;5.786,75;0,00;44,75;2.340,75;2.134,50;858,00;978,75;2,00;391,75
27.01.2019 02:45;27.01.2019 03:00;1.189,50;334,00;1.369,00;5.862,50;0,00;44,75;2.337,50;2.135,25;835,75;974,75;2,00;393,25
27.01.2019 03:00;27.01.2019 03:15;1.188,25;350,75;1.372,25;5.916,25;0,00;45,50;2.294,75;2.127,50;817,25;968,75;2,00;394,25
27.01.2019 03:15;27.01.2019 03:30;1.184,75;335,00;1.369,75;5.915,25;0,00;45,50;2.252,25;2.128,00;818,50;969,75;2,00;394,00
27.01.2019 03:30;27.01.2019 03:45;1.184,25;333,75;1.382,25;5.967,00;0,00;45,50;2.246,75;2.123,75;818,50;971,50;4,00;397,00
27.01.2019 03:45;27.01.2019 04:00;1.186,00;336,00;1.382,50;6.038,25;0,00;45,50;2.242,00;2.124,50;816,00;977,50;7,00;399,00
27.01.2019 04:00;27.01.2019 04:15;1.185,50;340,25;1.378,75;6.099,50;0,00;45,00;2.224,75;2.134,75;822,75;975,25;7,50;397,00
27.01.2019 04:15;27.01.2019 04:30;1.183,75;334,00;1.374,00;6.118,25;0,00;44,50;2.236,75;2.125,50;820,75;992,25;4,25;397,50
27.01.2019 04:30;27.01.2019 04:45;1.187,75;344,00;1.358,75;6.087,50;0,00;44,75;2.244,50;2.121,25;818,00;979,50;9,50;395,50
27.01.2019 04:45;27.01.2019 05:00;1.183,75;332,75;1.326,00;6.076,50;0,00;44,75;2.207,50;2.110,25;816,25;988,75;4,50;390,75
27.01.2019 05:00;27.01.2019 05:15;1.183,75;343,25;1.312,00;6.094,00;0,00;43,75;2.215,50;2.143,00;807,75;993,50;10,00;388,25
27.01.2019 05:15;27.01.2019 05:30;1.183,50;340,50;1.296,50;6.101,50;0,00;43,25;2.223,50;2.152,75;806,00;990,25;6,75;385,50
27.01.2019 05:30;27.01.2019 05:45;1.183,00;343,00;1.274,75;6.063,75;0,00;42,50;2.197,25;2.147,75;806,75;994,25;20,75;388,25
27.01.2019 05:45;27.01.2019 06:00;1.182,75;336,25;1.242,50;6.061,50;0,00;42,75;2.180,50;2.145,75;809,25;995,50;7,50;389,50
27.01.2019 06:00;27.01.2019 06:15;1.187,50;334,00;1.190,25;6.189,75;0,00;43,75;2.101,75;2.124,50;808,50;1.007,25;3,00;385,25
27.01.2019 06:15;27.01.2019 06:30;1.183,25;337,75;1.133,75;6.196,25;0,00;43,50;2.096,00;2.116,75;810,00;1.012,00;7,25;388,50
27.01.2019 06:30;27.01.2019 06:45;1.180,50;336,50;1.084,00;6.171,75;0,00;43,50;2.127,00;2.158,00;815,00;1.018,75;4,00;388,75
27.01.2019 06:45;27.01.2019 07:00;1.177,25;343,50;1.062,25;6.130,25;0,00;43,50;2.155,25;2.185,50;821,75;1.015,50;11,00;389,25
27.01.2019 07:00;27.01.2019 07:15;1.188,25;336,50;1.065,25;6.094,00;0,00;44,00;2.181,25;2.206,25;850,00;1.023,25;6,50;390,75
27.01.2019 07:15;27.01.2019 07:30;1.189,00;336,00;1.089,75;6.092,25;0,00;44,25;2.199,75;2.235,75;833,50;1.028,00;7,50;389,50
27.01.2019 07:30;27.01.2019 07:45;1.194,50;340,75;1.055,50;6.053,50;0,00;44,25;2.245,00;2.261,00;839,00;1.031,50;10,00;390,75
27.01.2019 07:45;27.01.2019 08:00;1.194,50;342,25;1.006,25;6.002,50;2,00;44,50;2.307,50;2.298,00;870,75;1.034,50;17,75;389,50
27.01.2019 08:00;27.01.2019 08:15;1.201,25;347,50;966,25;5.969,75;10,50;44,50;2.332,50;2.432,00;862,75;1.052,25;19,75;388,50
27.01.2019 08:15;27.01.2019 08:30;1.209,25;347,75;924,00;5.962,75;32,50;44,25;2.342,00;2.494,75;869,00;1.039,50;17,25;390,00
27.01.2019 08:30;27.01.2019 08:45;1.214,00;329,50;934,75;5.928,50;79,00;43,25;2.351,50;2.518,25;873,75;1.054,00;18,25;390,25
27.01.2019 08:45;27.01.2019 09:00;1.199,50;327,75;963,00;5.888,25;138,75;44,75;2.358,25;2.559,00;882,25;1.069,00;131,50;395,00
27.01.2019 09:00;27.01.2019 09:15;1.205,25;327,00;965,50;5.850,25;216,75;49,25;2.358,75;2.722,25;939,75;1.095,00;33,50;400,00
27.01.2019 09:15;27.01.2019 09:30;1.215,50;327,50;952,50;5.829,75;283,75;50,75;2.358,00;2.817,00;986,25;1.103,75;51,75;398,75
27.01.2019 09:30;27.01.2019 09:45;1.216,00;332,00;940,75;5.781,00;353,00;50,75;2.358,75;2.906,00;1.009,25;1.111,50;41,50;401,00
27.01.2019 09:45;27.01.2019 10:00;1.218,75;332,00;914,25;5.789,25;433,25;52,00;2.359,50;3.040,25;1.021,00;1.116,25;30,75;405,25
27.01.2019 10:00;27.01.2019 10:15;1.215,00;331,00;914,50;5.752,75;511,00;53,00;2.359,00;3.109,75;1.035,00;1.160,75;85,50;408,25
27.01.2019 10:15;27.01.2019 10:30;1.216,25;325,75;894,50;5.675,50;554,50;53,00;2.356,25;3.195,75;1.037,75;1.161,00;49,25;408,75
27.01.2019 10:30;27.01.2019 10:45;1.220,75;340,00;853,00;5.656,00;665,25;53,00;2.351,00;3.200,75;1.038,75;1.166,25;35,50;408,25
27.01.2019 10:45;27.01.2019 11:00;1.219,00;329,00;823,75;5.640,50;736,25;53,00;2.357,00;3.243,50;1.078,50;1.169,00;25,75;407,75
27.01.2019 11:00;27.01.2019 11:15;1.223,75;328,00;806,75;5.623,00;828,50;53,25;2.353,50;3.172,75;1.237,25;1.174,25;21,50;407,25
27.01.2019 11:15;27.01.2019 11:30;1.216,75;330,75;812,50;5.595,50;867,25;54,00;2.356,00;3.178,25;1.256,25;1.181,00;20,25;408,50
27.01.2019 11:30;27.01.2019 11:45;1.224,00;329,25;817,00;5.534,25;958,75;54,00;2.355,75;3.180,25;1.257,00;1.206,50;22,75;408,25
27.01.2019 11:45;27.01.2019 12:00;1.222,00;327,25;801,75;5.460,75;1.016,75;54,00;2.357,25;3.212,50;1.268,50;1.203,50;24,25;408,25
27.01.2019 12:00;27.01.2019 12:15;1.218,25;339,75;772,25;5.399,00;1.057,75;53,75;2.359,50;3.301,75;1.288,50;1.247,75;73,25;411,50
27.01.2019 12:15;27.01.2019 12:30;1.212,00;333,75;767,75;5.290,25;1.102,25;53,75;2.356,00;3.317,50;1.291,50;1.253,75;68,25;407,25
27.01.2019 12:30;27.01.2019 12:45;1.209,00;332,50;803,75;5.251,25;1.167,50;53,75;2.357,50;3.318,75;1.287,75;1.255,00;46,75;413,00
27.01.2019 12:45;27.01.2019 13:00;1.208,25;329,00;801,25;5.200,50;1.172,00;53,50;2.355,75;3.295,25;1.285,50;1.247,00;52,50;413,00
27.01.2019 13:00;27.01.2019 13:15;1.205,25;333,25;722,75;5.112,25;1.155,75;53,50;2.356,00;3.268,25;1.209,00;1.236,25;28,50;412,75
27.01.2019 13:15;27.01.2019 13:30;1.203,00;328,25;685,75;5.031,00;1.201,75;53,50;2.351,00;3.190,50;1.205,25;1.217,00;21,50;411,75
27.01.2019 13:30;27.01.2019 13:45;1.200,00;330,00;635,00;5.011,25;1.196,00;53,75;2.348,25;3.133,25;1.195,25;1.203,50;21,75;412,25
27.01.2019 13:45;27.01.2019 14:00;1.204,00;328,50;631,75;4.936,00;1.193,25;53,75;2.345,75;3.127,50;1.188,50;1.203,00;21,25;413,25
27.01.2019 14:00;27.01.2019 14:15;1.200,25;327,50;595,75;4.849,75;1.138,25;53,50;2.320,75;3.084,25;1.176,00;1.223,50;22,00;412,25
27.01.2019 14:15;27.01.2019 14:30;1.203,25;337,75;540,00;4.781,00;1.046,00;53,50;2.317,75;3.056,25;1.111,00;1.241,00;35,75;412,00
27.01.2019 14:30;27.01.2019 14:45;1.203,25;341,75;550,75;4.714,00;959,00;53,75;2.350,75;3.058,25;1.167,75;1.240,50;33,00;412,00
27.01.2019 14:45;27.01.2019 15:00;1.202,25;336,75;532,75;4.617,50;818,00;54,00;2.354,75;3.133,75;1.185,00;1.251,25;41,00;412,00
27.01.2019 15:00;27.01.2019 15:15;1.201,75;324,00;504,75;4.527,25;694,00;53,75;2.356,25;3.152,25;1.109,50;1.254,75;30,50;411,00
27.01.2019 15:15;27.01.2019 15:30;1.197,75;322,50;500,25;4.504,00;563,25;53,00;2.358,25;3.168,50;1.105,25;1.262,25;50,50;412,25
27.01.2019 15:30;27.01.2019 15:45;1.201,00;326,25;468,50;4.491,00;459,25;52,50;2.359,00;3.157,75;1.112,25;1.271,75;50,75;411,50
27.01.2019 15:45;27.01.2019 16:00;1.204,00;327,25;487,75;4.424,25;359,00;52,50;2.359,00;3.183,50;1.173,50;1.276,00;55,25;411,75
27.01.2019 16:00;27.01.2019 16:15;1.202,25;320,25;499,00;4.433,75;244,25;52,50;2.355,75;3.285,75;1.338,00;1.266,50;38,25;409,50
27.01.2019 16:15;27.01.2019 16:30;1.210,50;329,00;493,00;4.432,75;156,50;52,25;2.358,75;3.333,25;1.412,25;1.275,75;58,25;410,25
27.01.2019 16:30;27.01.2019 16:45;1.208,00;334,75;500,25;4.421,25;71,25;52,25;2.359,00;3.416,50;1.495,50;1.290,75;114,75;409,25
27.01.2019 16:45;27.01.2019 17:00;1.202,50;338,25;474,50;4.435,00;20,50;52,75;2.358,00;3.542,50;1.586,25;1.298,50;148,00;409,50
27.01.2019 17:00;27.01.2019 17:15;1.210,00;334,75;489,00;4.442,00;2,75;53,00;2.356,75;3.672,50;1.720,00;1.343,50;830,75;409,25
27.01.2019 17:15;27.01.2019 17:30;1.206,50;336,00;479,50;4.498,25;0,00;52,75;2.358,00;3.745,00;1.810,75;1.353,25;973,25;410,50
27.01.2019 17:30;27.01.2019 17:45;1.213,50;331,75;484,00;4.560,75;0,00;52,50;2.357,75;3.783,75;1.873,25;1.359,25;1.004,50;409,50
27.01.2019 17:45;27.01.2019 18:00;1.217,00;332,00;463,50;4.620,00;0,00;52,75;2.359,75;3.800,00;1.947,50;1.362,00;956,75;408,50
27.01.2019 18:00;27.01.2019 18:15;1.212,25;344,00;473,50;4.701,00;0,00;52,75;2.347,25;3.801,00;2.043,00;1.366,50;996,00;409,50
27.01.2019 18:15;27.01.2019 18:30;1.211,50;333,50;498,00;4.778,25;0,00;53,00;2.356,75;3.817,75;2.109,75;1.368,25;843,00;409,75
27.01.2019 18:30;27.01.2019 18:45;1.208,50;330,25;490,75;4.796,25;0,00;53,00;2.348,00;3.821,75;2.119,50;1.373,00;788,25;410,75
27.01.2019 18:45;27.01.2019 19:00;1.198,25;337,75;528,00;4.783,75;0,00;53,00;2.357,00;3.828,25;2.158,75;1.373,00;694,25;411,75
27.01.2019 19:00;27.01.2019 19:15;1.202,75;334,00;573,00;4.842,25;0,00;53,00;2.358,50;3.824,50;2.195,50;1.368,50;667,75;409,75
27.01.2019 19:15;27.01.2019 19:30;1.208,75;324,75;564,25;4.870,00;0,00;53,00;2.357,75;3.824,25;2.206,50;1.368,50;501,50;410,00
27.01.2019 19:30;27.01.2019 19:45;1.210,50;328,25;560,50;4.767,75;0,00;52,50;2.358,25;3.832,75;2.205,25;1.374,00;462,00;409,25
27.01.2019 19:45;27.01.2019 20:00;1.203,75;324,75;583,25;4.754,75;0,00;52,25;2.356,75;3.844,00;2.169,25;1.372,75;352,50;410,50
27.01.2019 20:00;27.01.2019 20:15;1.200,00;337,50;570,50;4.765,50;0,00;52,25;2.359,75;3.863,25;2.156,25;1.368,25;415,25;411,75
27.01.2019 20:15;27.01.2019 20:30;1.197,75;330,75;583,25;4.788,00;0,00;52,25;2.358,00;3.855,25;2.139,25;1.367,00;423,25;409,75
27.01.2019 20:30;27.01.2019 20:45;1.198,00;332,00;595,75;4.760,25;0,00;52,25;2.355,75;3.856,50;2.107,50;1.373,50;366,75;410,75
27.01.2019 20:45;27.01.2019 21:00;1.194,00;345,75;585,50;4.734,00;0,00;52,25;2.352,00;3.841,25;2.048,00;1.369,50;273,50;410,75
27.01.2019 21:00;27.01.2019 21:15;1.191,75;349,25;606,25;4.725,00;0,00;52,25;2.355,75;3.768,75;2.035,00;1.349,00;258,25;410,75
27.01.2019 21:15;27.01.2019 21:30;1.192,50;333,25;616,75;4.686,50;0,00;52,50;2.358,50;3.702,25;2.031,25;1.347,00;192,25;411,00
27.01.2019 21:30;27.01.2019 21:45;1.192,00;321,75;588,00;4.691,25;0,00;52,50;2.358,25;3.638,00;2.033,75;1.356,25;229,75;410,75
27.01.2019 21:45;27.01.2019 22:00;1.190,75;327,50;562,00;4.676,50;0,00;52,25;2.354,50;3.648,50;2.033,25;1.360,25;169,25;411,50
27.01.2019 22:00;27.01.2019 22:15;1.187,50;338,00;566,25;4.606,50;0,00;52,25;2.358,75;3.672,00;2.041,50;1.347,25;126,50;410,75
27.01.2019 22:15;27.01.2019 22:30;1.188,00;325,00;549,75;4.702,25;0,00;52,50;2.358,00;3.669,75;2.049,25;1.342,75;103,50;410,75
