Datum von;Datum bis;Biomasse [MWh] Originalauflösungen;Wasserkraft [MWh] Originalauflösungen;Wind Offshore [MWh] Originalauflösungen;Wind Onshore [MWh] Originalauflösungen;Photovoltaik [MWh] Originalauflösungen;Sonstige Erneuerbare [MWh] Originalauflösungen;Kernenergie [MWh] Originalauflösungen;Braunkohle [MWh] Originalauflösungen;Steinkohle [MWh] Originalauflösungen;Erdgas [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen;Sonstige Konventionelle [MWh] Originalauflösungen
01.01.2019 00:00;01.01.2019 00:15;1.185,00;403,25;794,25;4.827,25;0,00;34,00;2.250,50;1.733,00;836,25;852,50;88,25;435,00
01.01.2019 00:15;01.01.2019 00:30;1.186,25;397,00;793,50;5.007,50;0,00;34,00;2.263,25;1.587,75;729,50;823,75;100,25;432,75
01.01.2019 00:30;01.01.2019 00:45;1.189,25;383,75;791,75;5.196,25;0,00;33,50;2.246,00;1.555,25;648,50;807,00;45,00;433,75
01.01.2019 00:45;01.01.2019 01:00;1.194,50;383,50;754,50;5.293,00;0,00;33,25;2.241,75;1.459,00;597,50;798,50;42,00;434,00
01.01.2019 01:00;01.01.2019 01:15;1.191,25;390,75;715,50;5.384,25;0,00;33,25;2.224,50;1.367,75;610,50;767,75;31,25;431,75
01.01.2019 01:15;01.01.2019 01:30;1.189,75;390,75;716,75;5.515,75;0,00;33,50;2.171,75;1.352,25;602,00;741,75;10,75;424,25
01.01.2019 01:30;01.01.2019 01:45;1.188,75;392,25;718,00;5.660,00;0,00;33,25;2.112,25;1.322,00;595,75;736,25;10,25;419,50
01.01.2019 01:45;01.01.2019 02:00;1.183,25;391,25;718,00;5.755,75;0,00;33,50;2.026,75;1.337,50;596,00;729,50;10,25;417,25
01.01.2019 02:00;01.01.2019 02:15;1.177,00;386,75;642,25;5.766,50;0,00;34,25;2.011,75;1.338,50;601,00;699,75;82,00;411,25
01.01.2019 02:15;01.01.2019 02:30;1.178,00;380,25;597,00;5.835,25;0,00;34,50;2.012,75;1.332,50;570,00;676,75;68,75;408,00
01.01.2019 02:30;01.01.2019 02:45;1.177,25;380,25;597,75;5.753,50;0,00;34,50;1.987,75;1.339,50;528,00;677,75;0,00;408,50
01.01.2019 02:45;01.01.2019 03:00;1.177,75;377,50;623,25;5.838,25;0,00;34,50;1.941,75;1.330,50;529,50;673,75;0,00;408,00
01.01.2019 03:00;01.01.2019 03:15;1.173,00;383,00;672,25;6.005,00;0,00;34,50;1.892,25;1.325,00;567,00;665,75;10,25;406,00
01.01.2019 03:15;01.01.2019 03:30;1.172,00;381,50;676,25;6.071,25;0,00;34,75;1.811,00;1.316,25;603,25;662,75;10,25;407,25
01.01.2019 03:30;01.01.2019 03:45;1.172,00;374,25;675,25;6.184,25;0,00;35,00;1.766,00;1.314,75;599,00;667,25;10,25;406,25
01.01.2019 03:45;01.01.2019 04:00;1.168,25;369,75;672,75;6.248,25;0,00;35,25;1.752,50;1.314,75;587,50;665,00;10,25;406,75
01.01.2019 04:00;01.01.2019 04:15;1.172,75;384,50;642,50;6.463,00;0,00;35,00;1.771,25;1.297,25;573,25;672,50;0,00;407,75
01.01.2019 04:15;01.01.2019 04:30;1.172,50;373,25;654,00;6.553,00;0,00;35,25;1.788,50;1.299,50;578,00;673,50;3,50;406,75
01.01.2019 04:30;01.01.2019 04:45;1.174,25;361,25;642,25;6.643,50;0,00;34,75;1.778,25;1.292,00;580,25;684,25;0,00;408,25
01.01.2019 04:45;01.01.2019 05:00;1.177,25;351,25;639,25;6.713,75;0,00;34,50;1.782,00;1.290,00;577,00;683,75;0,00;409,50
01.01.2019 05:00;01.01.2019 05:15;1.174,75;349,00;607,25;6.902,25;0,00;34,25;1.781,00;1.271,25;579,50;680,75;1,00;409,50
01.01.2019 05:15;01.01.2019 05:30;1.173,75;347,50;604,50;6.959,00;0,00;34,25;1.771,00;1.263,50;584,00;677,75;1,00;409,50
01.01.2019 05:30;01.01.2019 05:45;1.175,25;350,25;604,75;7.023,25;0,00;34,00;1.759,75;1.268,50;579,25;684,50;0,00;409,50
01.01.2019 05:45;01.01.2019 06:00;1.169,75;350,75;560,75;7.046,75;0,00;33,75;1.749,00;1.273,25;568,50;684,75;0,00;409,75
01.01.2019 06:00;01.01.2019 06:15;1.174,25;356,25;479,75;7.308,75;0,00;33,75;1.758,50;1.267,75;539,00;692,25;0,00;409,00
01.01.2019 06:15;01.01.2019 06:30;1.175,50;349,75;484,75;7.392,25;0,00;33,75;1.757,00;1.266,25;541,00;690,25;0,00;409,00
01.01.2019 06:30;01.01.2019 06:45;1.178,75;356,75;484,75;7.486,25;0,00;33,75;1.757,50;1.271,50;540,25;693,00;8,25;408,50
01.01.2019 06:45;01.01.2019 07:00;1.180,00;366,25;480,75;7.534,00;0,00;33,25;1.762,25;1.266,75;538,50;692,25;9,50;408,00
01.01.2019 07:00;01.01.2019 07:15;1.182,50;364,25;480,50;7.550,50;0,00;33,00;1.780,25;1.258,00;540,25;718,25;8,25;406,25
01.01.2019 07:15;01.01.2019 07:30;1.177,75;362,75;509,25;7.601,50;0,00;33,00;1.790,00;1.259,00;542,75;717,25;8,00;407,50
01.01.2019 07:30;01.01.2019 07:45;1.179,75;359,00;517,00;7.634,75;0,00;33,00;1.796,50;1.258,50;541,50;722,00;8,25;407,75
01.01.2019 07:45;01.01.2019 08:00;1.183,50;359,50;538,25;7.628,50;0,00;33,00;1.806,25;1.262,75;557,75;719,50;9,00;408,00
01.01.2019 08:00;01.01.2019 08:15;1.187,75;357,00;552,00;7.713,75;2,00;32,75;1.790,25;1.237,00;572,25;726,25;8,25;406,50
01.01.2019 08:15;01.01.2019 08:30;1.188,75;358,75;552,75;7.737,75;9,00;32,50;1.796,00;1.225,25;569,00;727,75;8,25;406,50
01.01.2019 08:30;01.01.2019 08:45;1.187,50;368,75;571,00;7.734,50;24,50;32,50;1.792,50;1.225,50;561,50;729,00;8,75;402,25
01.01.2019 08:45;01.01.2019 09:00;1.190,75;383,75;528,00;7.801,25;48,50;32,50;1.776,75;1.231,00;564,75;730,25;9,00;403,50
01.01.2019 09:00;01.01.2019 09:15;1.181,00;368,00;524,50;7.773,75;78,50;32,00;1.742,75;1.233,25;602,00;731,00;8,50;407,00
01.01.2019 09:15;01.01.2019 09:30;1.181,00;373,50;506,75;7.755,25;116,50;32,50;1.744,50;1.229,25;669,50;729,00;8,25;407,75
01.01.2019 09:30;01.01.2019 09:45;1.192,25;381,00;519,25;7.653,75;167,25;32,75;1.762,50;1.232,50;685,00;730,00;8,50;408,00
01.01.2019 09:45;01.01.2019 10:00;1.197,00;383,00;525,00;7.735,50;216,00;32,25;1.740,25;1.233,25;685,75;729,00;8,75;407,50
01.01.2019 10:00;01.01.2019 10:15;1.198,50;383,00;536,75;7.827,00;268,75;32,25;1.698,75;1.239,25;680,00;728,25;8,75;407,00
01.01.2019 10:15;01.01.2019 10:30;1.200,00;397,75;543,75;7.879,00;313,75;32,25;1.668,75;1.239,50;671,50;733,00;8,75;407,00
01.01.2019 10:30;01.01.2019 10:45;1.202,00;390,25;536,00;7.971,00;354,25;32,25;1.638,75;1.238,00;675,00;737,50;9,00;407,50
01.01.2019 10:45;01.01.2019 11:00;1.199,25;386,25;542,50;8.047,50;401,00;32,00;1.633,50;1.232,25;670,00;738,75;22,75;407,25
01.01.2019 11:00;01.01.2019 11:15;1.194,00;391,25;656,00;8.166,75;437,25;31,75;1.656,75;1.228,25;676,25;755,50;13,50;407,25
01.01.2019 11:15;01.01.2019 11:30;1.191,50;398,50;693,50;8.226,50;493,25;32,00;1.674,00;1.228,50;687,25;756,25;9,75;407,75
01.01.2019 11:30;01.01.2019 11:45;1.196,50;401,50;688,50;8.308,00;530,75;32,75;1.675,25;1.228,75;695,75;758,75;9,75;408,00
01.01.2019 11:45;01.01.2019 12:00;1.196,75;404,00;685,50;8.362,50;537,00;32,75;1.702,50;1.233,25;702,00;756,75;21,00;407,50
01.01.2019 12:00;01.01.2019 12:15;1.194,00;407,75;685,25;8.356,25;554,75;32,75;1.732,00;1.236,25;692,75;751,25;9,00;407,75
01.01.2019 12:15;01.01.2019 12:30;1.195,50;410,75;632,00;8.367,75;553,75;32,75;1.737,75;1.240,00;706,25;753,25;24,25;407,75
01.01.2019 12:30;01.01.2019 12:45;1.190,75;408,00;620,50;8.426,75;542,75;32,50;1.740,75;1.236,75;706,00;757,00;8,75;408,00
01.01.2019 12:45;01.01.2019 13:00;1.191,50;389,50;583,50;8.474,75;529,25;32,50;1.743,75;1.233,25;703,75;752,50;8,75;407,75
01.01.2019 13:00;01.01.2019 13:15;1.188,50;396,25;571,50;8.528,50;505,75;32,75;1.744,25;1.246,75;706,50;736,25;99,75;407,25
01.01.2019 13:15;01.01.2019 13:30;1.188,50;395,50;574,50;8.556,00;508,00;32,75;1.738,50;1.238,00;705,00;728,75;69,25;408,50
01.01.2019 13:30;01.01.2019 13:45;1.185,75;398,75;567,25;8.589,50;482,50;32,75;1.734,25;1.236,25;700,00;734,75;30,50;407,25
01.01.2019 13:45;01.01.2019 14:00;1.184,00;397,25;573,75;8.666,00;433,75;32,75;1.735,75;1.232,75;700,00;729,25;33,00;407,00
01.01.2019 14:00;01.01.2019 14:15;1.182,25;398,25;570,00;8.676,25;384,50;32,50;1.736,75;1.232,50;699,25;733,25;60,25;408,00
01.01.2019 14:15;01.01.2019 14:30;1.183,25;401,75;565,50;8.662,00;332,00;32,75;1.748,50;1.240,00;703,25;729,50;47,25;408,00
01.01.2019 14:30;01.01.2019 14:45;1.184,25;411,25;561,00;8.740,50;277,75;32,50;1.754,00;1.247,25;705,50;737,00;72,75;408,25
01.01.2019 14:45;01.01.2019 15:00;1.183,50;409,75;551,00;8.729,25;216,25;32,00;1.777,25;1.241,00;703,75;732,00;65,50;407,75
01.01.2019 15:00;01.01.2019 15:15;1.180,25;413,75;495,75;8.595,75;164,75;32,00;1.792,50;1.269,00;709,50;730,25;379,75;407,50
01.01.2019 15:15;01.01.2019 15:30;1.177,25;392,75;556,00;8.606,75;120,50;31,75;1.800,25;1.263,00;713,00;734,50;417,25;407,75
01.01.2019 15:30;01.01.2019 15:45;1.176,50;381,25;529,00;8.713,25;76,00;31,75;1.824,00;1.244,00;711,00;737,00;469,25;406,50
01.01.2019 15:45;01.01.2019 16:00;1.177,25;387,50;543,50;8.846,50;38,00;32,00;1.853,75;1.241,50;698,75;737,25;406,25;406,75
01.01.2019 16:00;01.01.2019 16:15;1.179,75;391,50;524,25;8.947,25;14,50;32,00;1.852,75;1.237,75;681,00;749,50;618,50;406,25
01.01.2019 16:15;01.01.2019 16:30;1.179,50;393,75;556,50;8.968,50;4,00;32,00;1.861,75;1.229,50;687,00;746,25;723,00;407,00
01.01.2019 16:30;01.01.2019 16:45;1.183,75;397,75;566,25;8.924,25;0,50;31,75;1.886,00;1.236,25;685,25;752,25;919,75;408,00
01.01.2019 16:45;01.01.2019 17:00;1.182,50;396,50;572,25;8.960,50;0,00;31,75;1.905,75;1.247,25;688,75;749,25;1.097,00;405,75
01.01.2019 17:00;01.01.2019 17:15;1.182,25;373,25;573,50;9.025,25;0,00;31,75;1.905,75;1.246,00;691,00;747,75;769,50;407,75
01.01.2019 17:15;01.01.2019 17:30;1.178,50;364,75;573,25;9.100,75;0,00;31,75;1.915,75;1.258,75;693,25;742,00;885,75;408,00
01.01.2019 17:30;01.01.2019 17:45;1.182,00;364,25;557,50;9.112,00;0,00;31,75;1.914,50;1.245,75;687,25;753,75;886,25;407,25
01.01.2019 17:45;01.01.2019 18:00;1.185,25;363,75;565,75;9.096,50;0,00;31,75;1.918,25;1.221,75;685,25;747,25;985,25;403,75
01.01.2019 18:00;01.01.2019 18:15;1.187,75;363,75;568,25;9.100,00;0,00;31,75;1.916,50;1.223,25;682,25;734,00;821,75;409,25
01.01.2019 18:15;01.01.2019 18:30;1.188,50;363,00;532,75;9.110,75;0,00;31,75;1.900,50;1.226,25;683,50;729,75;793,50;408,25
01.01.2019 18:30;01.01.2019 18:45;1.188,00;362,50;559,25;9.148,00;0,00;31,75;1.852,75;1.222,75;685,50;734,75;744,50;408,50
01.01.2019 18:45;01.01.2019 19:00;1.189,25;362,25;549,00;9.123,25;0,00;31,75;1.829,25;1.226,75;685,75;732,75;704,75;409,25
01.01.2019 19:00;01.01.2019 19:15;1.183,75;361,25;528,00;9.039,50;0,00;31,50;1.833,25;1.228,50;689,50;725,75;463,75;410,50
01.01.2019 19:15;01.01.2019 19:30;1.187,50;360,00;547,00;9.013,25;0,00;31,25;1.794,25;1.227,25;686,50;726,75;392,50;409,75
01.01.2019 19:30;01.01.2019 19:45;1.182,25;359,50;559,50;9.049,50;0,00;31,25;1.754,00;1.228,25;687,00;734,50;341,25;407,75
01.01.2019 19:45;01.01.2019 20:00;1.182,00;358,00;541,50;9.050,75;0,00;31,25;1.718,00;1.223,75;685,75;731,50;284,25;405,25
01.01.2019 20:00;01.01.2019 20:15;1.174,00;360,50;534,00;9.071,25;0,00;31,50;1.702,50;1.225,75;679,50;730,25;232,75;408,00
01.01.2019 20:15;01.01.2019 20:30;1.173,50;354,50;536,75;9.029,50;0,00;31,50;1.668,50;1.220,75;684,00;729,75;168,50;409,00
01.01.2019 20:30;01.01.2019 20:45;1.173,25;353,25;558,25;9.009,75;0,00;31,75;1.630,25;1.214,50;685,25;733,50;101,75;408,25
01.01.2019 20:45;01.01.2019 21:00;1.168,75;351,50;516,25;8.985,00;0,00;31,75;1.597,25;1.214,00;683,25;732,25;75,00;408,50
01.01.2019 21:00;01.01.2019 21:15;1.172,00;358,00;461,50;9.039,25;0,00;31,75;1.564,50;1.223,75;690,50;704,00;103,75;408,25
01.01.2019 21:15;01.01.2019 21:30;1.168,25;350,25;454,25;9.040,00;0,00;31,75;1.531,25;1.221,75;690,50;710,00;59,75;410,00
01.01.2019 21:30;01.01.2019 21:45;1.171,00;349,75;464,00;8.986,50;0,00;31,75;1.528,00;1.225,25;690,25;711,25;25,75;408,00
01.01.2019 21:45;01.01.2019 22:00;1.168,75;351,00;468,25;8.942,00;0,00;31,75;1.528,00;1.224,50;689,50;711,50;23,75;406,25
01.01.2019 22:00;01.01.2019 22:15;1.160,50;358,25;467,00;8.673,25;0,00;32,00;1.538,75;1.234,25;683,50;708,00;370,25;407,50
01.01.2019 22:15;01.01.2019 22:30;1.161,25;347,50;462,50;8.738,25;0,00;32,25;1.526,25;1.222,75;680,50;702,25;330,75;407,75
01.01.2019 22:30;01.01.2019 22:45;1.159,75;346,25;457,00;8.735,00;0,00;32,50;1.509,50;1.222,25;679,25;709,50;234,50;408,00
01.01.2019 22:45;01.01.2019 23:00;1.160,25;345,00;455,75;8.816,00;0,00;32,25;1.501,75;1.218,00;677,00;704,50;47,25;408,50
01.01.2019 23:00;01.01.2019 23:15;1.158,00;345,75;418,25;8.806,00;0,00;32,50;1.505,75;1.219,50;659,75;693,50;22,00;406,25
01.01.2019 23:15;01.01.2019 23:30;1.158,75;339,00;463,25;8.788,25;0,00;33,25;1.496,75;1.217,00;644,50;692,00;3,75;406,25
01.01.2019 23:30;01.01.2019 23:45;1.156,00;337,25;436,00;8.653,25;0,00;33,25;1.495,00;1.220,00;636,25;696,50;8,25;406,50
01.01.2019 23:45;02.01.2019 00:00;1.157,50;336,75;452,00;8.674,00;0,00;33,00;1.486,50;1.230,00;625,50;702,25;0,75;406,25
02.01.2019 00:00;02.01.2019 00:15;1.141,25;352,50;417,75;8.524,75;0,00;32,75;1.477,25;1.288,00;626,50;686,50;3,50;407,25
02.01.2019 00:15;02.01.2019 00:30;1.140,25;347,50;411,00;8.371,00;0,00;32,50;1.442,75;1.287,25;623,75;677,00;3,50;407,50
02.01.2019 00:30;02.01.2019 00:45;1.140,50;348,25;420,25;8.302,25;0,00;32,50;1.442,00;1.284,75;623,25;684,50;3,50;408,00
02.01.2019 00:45;02.01.2019 01:00;1.100,50;348,25;423,00;8.198,50;0,00;32,25;1.433,25;1.277,50;633,00;679,00;11,75;392,50
02.01.2019 01:00;02.01.2019 01:15;1.134,00;341,75;444,75;8.043,50;0,00;32,75;1.439,50;1.240,75;643,50;629,75;13,25;316,25
02.01.2019 01:15;02.01.2019 01:30;1.114,25;337,25;478,25;8.109,50;0,00;32,50;1.439,75;1.277,25;637,25;637,25;13,00;328,00
02.01.2019 01:30;02.01.2019 01:45;1.137,00;333,25;529,75;8.038,50;0,00;32,75;1.433,00;1.226,25;640,25;646,00;9,50;314,50
02.01.2019 01:45;02.01.2019 02:00;1.140,50;336,00;582,25;7.979,25;0,00;32,75;1.423,25;1.245,75;638,75;640,75;13,00;313,25
02.01.2019 02:00;02.01.2019 02:15;1.143,75;337,75;580,00;7.853,00;0,00;32,75;1.434,00;1.277,00;648,25;638,00;13,25;313,00
02.01.2019 02:15;02.01.2019 02:30;1.141,00;339,25;657,00;7.799,00;0,00;32,75;1.436,00;1.323,50;646,75;630,00;12,75;312,50
02.01.2019 02:30;02.01.2019 02:45;1.139,25;336,25;694,00;7.732,00;0,00;32,75;1.430,75;1.284,25;651,00;644,25;12,75;313,00
02.01.2019 02:45;02.01.2019 03:00;1.145,00;338,25;727,25;7.619,25;0,00;32,75;1.435,00;1.288,00;653,75;641,75;13,00;312,50
02.01.2019 03:00;02.01.2019 03:15;1.146,25;337,50;743,50;7.539,25;0,00;32,75;1.429,25;1.298,25;653,25;645,50;13,00;312,75
02.01.2019 03:15;02.01.2019 03:30;1.144,75;340,00;766,75;7.488,00;0,00;32,75;1.430,75;1.300,75;645,50;641,00;12,75;312,50
02.01.2019 03:30;02.01.2019 03:45;1.143,00;333,50;768,25;7.485,25;0,00;33,00;1.444,25;1.356,50;644,00;652,00;8,50;312,50
02.01.2019 03:45;02.01.2019 04:00;1.144,00;331,00;771,75;7.470,25;0,00;33,25;1.446,75;1.351,50;644,75;647,50;6,75;312,50
02.01.2019 04:00;02.01.2019 04:15;1.129,25;325,75;774,75;7.501,25;0,00;32,75;1.438,50;1.323,25;647,25;637,50;19,00;312,75
02.01.2019 04:15;02.01.2019 04:30;1.145,25;325,75;771,25;7.536,50;0,00;33,00;1.444,00;1.319,00;653,25;657,00;30,50;312,75
02.01.2019 04:30;02.01.2019 04:45;1.146,50;328,00;770,50;7.581,25;0,00;33,00;1.450,25;1.331,25;670,50;641,25;32,25;313,00
02.01.2019 04:45;02.01.2019 05:00;1.145,00;328,25;776,75;7.527,50;0,00;33,00;1.449,25;1.329,25;681,00;658,50;46,00;332,00
02.01.2019 05:00;02.01.2019 05:15;1.146,75;329,75;792,00;7.612,75;0,00;33,00;1.454,75;1.333,75;693,00;719,50;12,75;364,25
02.01.2019 05:15;02.01.2019 05:30;1.147,50;330,25;797,00;7.637,50;0,00;33,00;1.481,00;1.345,00;697,25;742,50;12,75;395,00
02.01.2019 05:30;02.01.2019 05:45;1.150,00;340,50;813,75;7.728,00;0,00;33,00;1.528,00;1.346,25;703,00;770,50;52,75;404,25
02.01.2019 05:45;02.01.2019 06:00;1.156,25;348,50;857,00;7.752,00;0,00;33,00;1.626,25;1.356,75;694,50;806,75;67,00;405,75
02.01.2019 06:00;02.01.2019 06:15;1.144,50;353,75;923,75;7.821,50;0,00;32,75;1.764,50;1.408,25;719,50;922,25;22,75;405,25
02.01.2019 06:15;02.01.2019 06:30;1.162,25;356,75;979,75;7.826,75;0,00;32,50;1.876,00;1.449,00;788,50;973,50;77,25;409,75
02.01.2019 06:30;02.01.2019 06:45;1.160,50;357,00;977,75;7.846,75;0,00;32,50;1.975,50;1.494,50;811,75;1.006,75;143,75;418,25
02.01.2019 06:45;02.01.2019 07:00;1.165,50;356,00;993,25;7.832,75;0,00;32,50;2.045,25;1.535,50;831,75;1.017,25;180,00;419,00
02.01.2019 07:00;02.01.2019 07:15;1.144,00;350,50;1.106,00;7.815,00;0,00;31,75;2.082,00;1.571,25;868,00;1.095,00;71,25;426,75
02.01.2019 07:15;02.01.2019 07:30;1.179,75;352,00;1.145,00;7.791,25;0,00;31,75;2.149,00;1.630,75;910,25;1.099,75;63,25;431,50
02.01.2019 07:30;02.01.2019 07:45;1.185,25;354,75;1.145,25;7.751,00;0,00;32,25;2.177,75;1.693,25;952,00;1.115,00;87,50;431,25
02.01.2019 07:45;02.01.2019 08:00;1.188,75;355,50;1.149,00;7.632,50;0,00;32,00;2.176,50;1.750,25;982,75;1.112,25;219,50;431,00
02.01.2019 08:00;02.01.2019 08:15;1.198,00;355,75;1.134,00;7.565,25;2,00;32,00;2.190,75;1.797,50;997,75;1.151,25;230,00;430,75
02.01.2019 08:15;02.01.2019 08:30;1.203,00;357,75;1.068,75;7.526,00;7,50;31,75;2.208,00;1.913,25;1.030,00;1.146,00;362,75;430,50
02.01.2019 08:30;02.01.2019 08:45;1.205,75;357,75;1.064,25;7.523,25;26,50;31,50;2.213,00;2.000,25;1.057,50;1.152,25;266,75;432,00
02.01.2019 08:45;02.01.2019 09:00;1.203,00;354,50;1.065,50;7.453,25;72,00;31,25;2.228,50;2.070,75;1.093,75;1.155,50;355,50;430,75
02.01.2019 09:00;02.01.2019 09:15;1.203,25;351,50;1.062,25;7.388,25;156,50;31,00;2.245,25;2.117,00;1.147,50;1.260,25;163,75;432,00
02.01.2019 09:15;02.01.2019 09:30;1.208,25;351,00;1.062,50;7.279,00;276,25;31,25;2.256,00;2.198,75;1.187,00;1.264,25;171,75;432,50
02.01.2019 09:30;02.01.2019 09:45;1.207,50;349,50;1.058,75;7.185,25;420,75;31,00;2.255,00;2.232,00;1.235,00;1.271,00;101,25;431,00
02.01.2019 09:45;02.01.2019 10:00;1.206,75;349,25;1.046,75;7.143,75;573,75;30,50;2.257,75;2.269,00;1.254,25;1.269,50;98,75;435,00
02.01.2019 10:00;02.01.2019 10:15;1.205,00;352,25;1.043,50;7.144,25;741,00;31,25;2.258,75;2.286,50;1.298,00;1.226,25;145,25;435,50
02.01.2019 10:15;02.01.2019 10:30;1.205,75;356,50;1.037,00;7.130,75;919,75;31,50;2.257,00;2.246,25;1.326,50;1.219,75;147,75;436,50
02.01.2019 10:30;02.01.2019 10:45;1.200,00;358,75;1.029,75;7.084,75;1.108,50;31,50;2.250,00;2.222,50;1.337,50;1.218,50;100,50;435,75
02.01.2019 10:45;02.01.2019 11:00;1.200,75;354,00;1.010,25;7.013,25;1.254,75;31,75;2.247,25;2.176,50;1.348,75;1.210,00;32,25;430,50
02.01.2019 11:00;02.01.2019 11:15;1.201,75;363,25;987,00;7.069,00;1.415,00;31,75;2.242,50;2.170,00;1.350,25;1.237,75;147,25;431,75
02.01.2019 11:15;02.01.2019 11:30;1.202,00;368,50;963,50;7.129,75;1.498,75;32,00;2.244,75;2.171,75;1.402,00;1.237,75;105,00;435,50
02.01.2019 11:30;02.01.2019 11:45;1.200,75;374,50;923,50;7.194,00;1.584,00;32,50;2.263,50;2.189,75;1.412,75;1.239,00;165,50;436,00
02.01.2019 11:45;02.01.2019 12:00;1.194,50;363,00;882,50;7.215,50;1.635,25;32,50;2.260,25;2.209,50;1.407,25;1.239,25;106,00;437,00
02.01.2019 12:00;02.01.2019 12:15;1.195,25;374,00;853,50;7.272,00;1.672,50;32,00;2.273,75;2.224,25;1.416,00;1.250,25;26,75;436,50
02.01.2019 12:15;02.01.2019 12:30;1.200,75;365,75;837,00;7.288,50;1.691,00;32,00;2.280,75;2.238,25;1.360,75;1.259,50;20,50;433,00
02.01.2019 12:30;02.01.2019 12:45;1.201,50;369,25;849,25;7.291,75;1.685,25;32,50;2.276,75;2.229,50;1.337,25;1.264,50;19,25;435,00
02.01.2019 12:45;02.01.2019 13:00;1.203,00;373,50;846,50;7.237,00;1.685,00;32,75;2.267,25;2.278,75;1.298,75;1.269,50;22,25;438,00
02.01.2019 13:00;02.01.2019 13:15;1.200,50;379,75;819,75;7.206,50;1.638,50;32,75;2.253,75;2.270,75;1.235,75;1.271,00;75,75;438,25
02.01.2019 13:15;02.01.2019 13:30;1.198,00;368,50;799,75;7.176,75;1.559,50;32,50;2.248,75;2.247,75;1.234,25;1.281,25;181,50;432,00
02.01.2019 13:30;02.01.2019 13:45;1.202,00;369,00;784,50;7.137,75;1.478,00;32,50;2.251,50;2.221,00;1.253,25;1.285,75;222,50;428,00
02.01.2019 13:45;02.01.2019 14:00;1.198,50;366,50;760,25;7.001,50;1.363,00;32,25;2.254,00;2.294,75;1.305,25;1.285,00;70,25;438,25
02.01.2019 14:00;02.01.2019 14:15;1.200,75;365,75;783,25;6.863,00;1.267,00;32,50;2.243,75;2.329,25;1.390,00;1.236,00;38,50;436,25
02.01.2019 14:15;02.01.2019 14:30;1.200,00;376,00;742,75;6.739,25;1.110,25;32,00;2.256,75;2.380,25;1.401,25;1.234,25;167,00;437,25
02.01.2019 14:30;02.01.2019 14:45;1.204,75;366,00;714,50;6.616,25;944,00;31,75;2.258,25;2.464,00;1.429,50;1.260,25;175,50;437,00
02.01.2019 14:45;02.01.2019 15:00;1.204,50;357,75;724,00;6.462,50;780,25;31,75;2.253,50;2.528,75;1.466,75;1.275,50;174,00;436,50
02.01.2019 15:00;02.01.2019 15:15;1.207,50;368,75;751,75;6.244,00;592,75;32,00;2.260,00;2.550,50;1.568,25;1.268,50;318,00;436,50
02.01.2019 15:15;02.01.2019 15:30;1.209,50;388,50;767,75;6.044,50;406,75;32,25;2.264,50;2.637,00;1.698,50;1.270,50;352,00;437,25
02.01.2019 15:30;02.01.2019 15:45;1.209,00;362,00;812,00;5.997,00;264,25;32,25;2.262,75;2.661,25;1.829,75;1.290,25;312,50;437,25
02.01.2019 15:45;02.01.2019 16:00;1.210,75;382,50;781,50;5.965,75;149,50;31,75;2.273,75;2.716,25;1.940,75;1.291,00;315,25;437,25
02.01.2019 16:00;02.01.2019 16:15;1.212,00;351,25;715,50;5.848,75;55,25;31,75;2.272,25;2.787,00;2.018,50;1.336,75;603,25;437,25
02.01.2019 16:15;02.01.2019 16:30;1.216,50;352,75;733,00;5.710,00;16,50;31,75;2.305,75;2.920,75;2.072,00;1.346,25;612,75;437,25
02.01.2019 16:30;02.01.2019 16:45;1.214,25;358,00;698,00;5.619,75;2,25;31,25;2.314,00;2.987,50;2.138,75;1.361,50;720,75;436,00
02.01.2019 16:45;02.01.2019 17:00;1.217,75;417,50;734,00;5.579,50;0,25;31,75;2.316,50;3.037,75;2.147,50;1.392,00;852,50;436,75
02.01.2019 17:00;02.01.2019 17:15;1.214,75;355,00;763,00;5.544,25;0,00;32,25;2.306,75;3.074,75;2.132,25;1.387,25;670,00;424,50
02.01.2019 17:15;02.01.2019 17:30;1.216,50;366,25;753,00;5.464,25;0,00;32,75;2.313,75;3.119,25;2.141,00;1.401,00;632,25;429,50
02.01.2019 17:30;02.01.2019 17:45;1.224,00;362,75;700,75;5.358,25;0,00;32,75;2.312,75;3.137,75;2.161,75;1.412,25;713,50;439,50
02.01.2019 17:45;02.01.2019 18:00;1.225,25;381,50;638,75;5.280,00;0,00;32,00;2.314,25;3.162,25;2.172,25;1.416,75;736,75;438,00
02.01.2019 18:00;02.01.2019 18:15;1.222,25;373,00;632,75;5.175,50;0,00;32,25;2.302,00;3.156,00;2.208,50;1.471,50;741,75;440,75
02.01.2019 18:15;02.01.2019 18:30;1.222,75;373,00;653,75;5.075,25;0,00;32,75;2.300,75;3.161,50;2.215,00;1.472,50;769,00;440,00
02.01.2019 18:30;02.01.2019 18:45;1.221,75;380,00;683,00;4.915,75;0,00;32,75;2.301,25;3.205,50;2.229,25;1.478,50;671,75;439,50
02.01.2019 18:45;02.01.2019 19:00;1.227,00;382,00;726,50;4.776,75;0,00;33,00;2.294,25;3.255,25;2.224,25;1.481,75;633,00;439,75
